3731,106320,21,"CS","447","85","CSSEHC"
3732,106320,21,"CS","456","84","CSSEHC"
3735,106334,1,"CS","100","87","\N"
3745,106402,1,"CS","100","44","\N"
3749,106419,1,"CS","100","41","\N"
3763,106486,1,"CS","342","83","CSH"
3764,106486,1,"CS","360","94","CSH"
3768,106486,3,"CS","341","94","CSH"
3769,106486,3,"CS","354","79","CSH"
3773,106486,11,"CS","462","92","CSH"
3774,106486,11,"CS","466","94","CSH"
3775,106486,11,"CS","488","98","CSH"
3778,106486,13,"CS","442","90","CSH"
3779,106486,13,"CS","444","88","CSH"
3780,106486,13,"CS","779","93","CSH"
3787,106518,1,"CS","100","70","\N"
3793,106595,1,"CS","100","45","\N"
3799,106621,1,"CS","133","63","MAACCHC"
3803,106621,3,"CS","134","56","MAACCHC"
3822,106621,21,"CS","330","80","MACAFINOHC"
3832,106621,31,"CS","338","65","MATHBAHC"
3845,106640,1,"CS","100","86","\N"
3857,106670,1,"CS","360","73","CSSEHC"
3858,106670,1,"CS","370","80","CSSEHC"
3862,106670,7,"CS","342","63","CSSEHC"
3864,106670,11,"CS","341","50","CSSEHC"
3865,106670,11,"CS","354","39","CSSEHC"
3866,106670,11,"CS","445","58","CSSEHC"
3870,106670,13,"CS","448","61","CSSEHC"
3872,106670,13,"CS","472","56","CSSEHC"
3873,106670,17,"CS","354","60","CSSEHC"
3878,106670,23,"CS","488","40","CSHC"
3893,106780,1,"CS","120","74","MATHBAHC"
3899,106780,3,"CS","130","71","MATHBAHC"
3906,106780,11,"CS","134","67","MATHBAHC"
3921,106780,27,"CS","330","73","MABAFOHC"
3926,106780,31,"CS","338","77","MABAFOHC"
3943,106790,1,"CS","446","92","\N"
3945,106793,1,"CS","125","62","MATHHC"
3953,106793,7,"CS","134","50","MATHHC"
3994,106830,1,"CS","100","90","\N"
4000,106919,1,"CS","316","78","\N"
4006,106950,1,"CS","100","74","\N"
4023,106994,1,"CS","130","65","MATHHC"
4029,106994,7,"CS","134","66","MATHHC"
4034,106994,13,"CS","241","61","MATHHC"
4035,106994,13,"CS","251","78","MATHHC"
4041,106994,21,"CS","240","53","CSHC"
4042,106994,21,"CS","246","64","CSHC"
4048,106994,27,"CS","350","70","CSHC"
4049,106994,27,"CS","370","37","CSHC"
4053,106994,33,"CS","341","62","CSHC"
4054,106994,33,"CS","343","50","CSHC"
